,index,name,categories,latitude,longitude,neighborhood,NPU
1311,39,Atmosphere,French Restaurant,33.79876499831131,-84.36827204948078,,E
1312,40,Barking Hound Village Inn,Pet Store,33.812795795647496,-84.36243686088953,,B
1313,46,Athletic Club Northeast,Gym,33.82408,-84.33764,,F
1314,49,Green's Beverages - Buford Hwy,Liquor Store,33.82627246366425,-84.34924839352061,,B
1315,4,Mason Mill Park,Park,33.80777670714474,-84.30681028706776,,F
1316,5,Community Q BBQ,BBQ Joint,33.79254337071794,-84.30525837463979,,F
1317,6,South Peachtree Creek Trail,Trail,33.80607680211693,-84.30515576005736,,F
1318,8,f2o - Fresh to Order,Sandwich Place,33.800984383725854,-84.32805264986794,,F
1319,9,Decatur Package Store,Liquor Store,33.788434,-84.307328,,F
1320,10,Mediterranean Grill,Mediterranean Restaurant,33.79069426987172,-84.30512107729746,,F
1321,11,Chocolaté Coffee,Coffee Shop,33.791285393450195,-84.3058285480938,,F
1322,12,Golden Drops Café,Coffee Shop,33.80635081377571,-84.31082010269165,,F
1323,14,Athens Pizza,Pizza Place,33.79187,-84.30513,,F
1324,15,Bruster's Real Ice Cream,Ice Cream Shop,33.81584631529596,-84.31632045725912,,F
1325,16,Schwartz Center for the Performing Arts - Emory,Concert Hall,33.789508576486895,-84.32202133320347,,F
1326,17,Menchie's Frozen Yogurt,Frozen Yogurt Shop,33.81408737649129,-84.30996221920543,,F
1327,18,Decatur Family YMCA,Non-Profit,33.78706035742313,-84.30717777427385,,F
1328,19,Masti Fun Indian Street Eats,Indian Restaurant,33.8145391,-84.31117119999999,Toco Hills,F
1329,20,European Wax Center,Health & Beauty Service,33.81460883079333,-84.31074888046123,,F
1330,21,Rainbow Natural Foods,Health Food Store,33.79085078348207,-84.3052169097824,,F
1331,22,Health Unlimited,Health Food Store,33.81518115447369,-84.30950456177014,,F
1332,23,All Fired Up,Arts & Crafts Store,33.787900650093725,-84.32654165477787,,F
1333,24,La Parrilla,Mexican Restaurant,33.814731366695526,-84.31090869616608,,F
1334,25,Double Zero,Italian Restaurant,33.78801416507549,-84.32617285650815,,F
1335,26,Top Spice Thai & Malaysian Cuisine,Thai Restaurant,33.813476613445914,-84.3101797740819,,F
1336,27,Goldberg's Deli,Deli / Bodega,33.813634862588096,-84.31035785921225,,F
1337,28,The Golden Buddha,Chinese Restaurant,33.81021065517613,-84.30844945204008,,F
1338,29,Pizza Bella,Pizza Place,33.8041632,-84.3364021,,F
1339,30,Shorty's Pizza,Pizza Place,33.8177314997003,-84.31048331087648,,F
1340,32,Good Nutrition,Health Food Store,33.817120004864506,-84.31261329504183,,F
1341,33,Tall Tales Book Shop,Bookstore,33.81601282827164,-84.31453386040371,,F
1342,34,Chris' Pizza,Greek Restaurant,33.81576,-84.31258,,F
1343,35,Pike Nurseries,Garden Center,33.8156751,-84.3157658,,F
1344,37,Toco Giant Package Store,Liquor Store,33.81550129881459,-84.31119726141863,,F
1345,38,Medlock Park,Park,33.80299818387322,-84.295863766138,,F
1346,45,Sprouts Farmers Market,Grocery Store,33.793924861090225,-84.2874231934548,,F
1347,1,Zyka,Indian Restaurant,33.797012849988604,-84.28360026363013,,F
1348,2,City Barbeque,American Restaurant,33.794931317916365,-84.28737808086028,,F
1349,5,Melton's App and Tap,Pub,33.79405161713488,-84.29094256755467,,F
1350,7,Mod Pizza,Pizza Place,33.79512145202042,-84.28687448780094,,F
1351,9,The Comet Pub & Lanes,Bowling Alley,33.79070166517766,-84.28762938165187,,F
1352,11,Louisiana Bistreaux,Cajun / Creole Restaurant,33.79177016819961,-84.28709187465088,,F
1353,13,Chat Patti,Indian Restaurant,33.79712583861717,-84.28107730527763,,F
1354,15,Starbucks,Coffee Shop,33.792209,-84.286821,,F
1355,17,Zoës Kitchen,Mediterranean Restaurant,33.794540736410354,-84.28762922899028,,F
1356,18,Fiesta Package Store,Cocktail Bar,33.791976994086724,-84.29202290943246,,F
1357,20,Chick-fil-A,Fast Food Restaurant,33.7956822,-84.2858598,,F
1358,22,Chinese Dhaba,Chinese Restaurant,33.798346095062534,-84.28100164464297,,F
1359,23,Madras Mantra,South Indian Restaurant,33.81060798417284,-84.27126975097968,,F
1360,25,Tropical Smoothie Cafe,Smoothie Shop,33.7950592,-84.2868608,,F
1361,26,Chick-fil-A,Fast Food Restaurant,33.8101289,-84.2742227,,F
1362,27,First Watch,Breakfast Spot,33.79306563245704,-84.28786193310563,,F
1363,29,Go Vegetarian Restaurant,Vegetarian / Vegan Restaurant,33.810747753812585,-84.2708430015959,,F
1364,30,Cherians,Food & Drink Shop,33.798994309661424,-84.27880482226827,,F
1365,31,DeKalb Medical Wellness Center,Gym,33.791547535780175,-84.28330770216229,,F
1366,32,Decatur Wine & Spirits,Liquor Store,33.79934482765663,-84.28123519119774,,F
1367,35,Publix,Grocery Store,33.78977957904606,-84.30473058051886,,F
1368,37,Malani Jewelers,Jewelry Store,33.798367260198646,-84.27958385066074,,F
1369,38,QuikTrip,Convenience Store,33.8036327585858,-84.27815863976137,,F
1370,41,Bad Daddys Burger Bar,Burger Joint,33.793546763201284,-84.2834644098069,,F
1371,43,Intown Quilters,Hobby Shop,33.81003319790139,-84.27619574452395,,F
1372,13,Bruster's,Ice Cream Shop,33.82115865176235,-84.2644741307583,,F
1373,17,Publix,Grocery Store,33.81118888383319,-84.27447107950573,,F
1374,32,Subway,Sandwich Place,33.79130344239415,-84.27571364966549,,F
1375,33,Puff N Stuff,Smoke Shop,33.820422862660415,-84.26425980002585,,F
1376,35,Challenges Games and Comics,Comic Shop,33.80834316436779,-84.27881841807643,,F
1377,41,Gokul Sweets 2,Indian Restaurant,33.79715208983218,-84.28109589744273,,F
1378,45,Patel Brothers Grocery,Grocery Store,33.797515475896574,-84.28120585142233,,F
1379,1,Refuge Coffee Co.,Food Truck,33.80957105318909,-84.24044137533949,,F
1380,2,Brockett Pub House & Grill,Burger Joint,33.81907090672478,-84.23185395559997,,F
1381,17,Waffle House,Breakfast Spot,33.82857404219067,-84.24955680855238,,F
1382,29,Mark SQuared  Productions,Arts & Entertainment,33.8189972619779,-84.24368236842031,,F
1383,34,Southern Seafood,Seafood Restaurant,33.82312049372828,-84.26182145816338,,F
1384,42,QuikTrip,Convenience Store,33.836282867018966,-84.2389473963752,,F
1385,48,The Corner Cup,Coffee Shop,33.822623291557875,-84.2618683748061,,F
1386,19,Stone Mountain Public House,Coffee Shop,33.807446,-84.17034,Stone Mountain Village,O
1387,22,Dollar Tree,Discount Store,33.7989392191719,-84.2198415767328,,O
1388,25,AARF Pet Central / Atlanta Animal Rescue Friends,Pet Store,33.810777836870535,-84.17359653437208,,O
1389,29,Weeyums Philly Style,Sandwich Place,33.805623951640904,-84.17041471863662,,O
1390,31,GNC,Supplement Shop,33.79812521442553,-84.22403821889552,,O
1391,32,Redbox,Video Store,33.800318765648974,-84.21670484144563,,O
1392,33,Nice Mon,Caribbean Restaurant,33.798087792284626,-84.16833008838562,,O
1393,34,Tupac Amaru Shakur Center For The Arts,Performing Arts Venue,33.80134466151262,-84.20894827248212,,O
1394,35,Sweet Potato Café,Café,33.806990615024446,-84.16941289242548,,O
1395,36,LensCrafters,Optical Shop,33.79687,-84.224931,,O
1396,38,Domino's Pizza,Pizza Place,33.796134249336696,-84.22334977987703,,O
1397,39,The Village Corner German Restaurant & Tavern,German Restaurant,33.811533644166836,-84.17080250666581,,O
1398,40,Crazy Ron's BBQ,BBQ Joint,33.81186119900964,-84.1721199159147,,O
1399,42,ART Station Contemporary Arts Center and Theatre Company,Theater,33.80732657695047,-84.16928275410177,,O
1400,43,Subway,Sandwich Place,33.79829264542603,-84.22420144931407,,O
1401,44,Dollar Tree,Discount Store,33.79893268400348,-84.22253832369785,,O
1402,45,T-Mobile,Mobile Phone Shop,33.796725,-84.222243,,O
1403,47,Subway,Sandwich Place,33.802952648469955,-84.19428699347927,,O
1404,48,Family Dollar,Discount Store,33.796646536830266,-84.22342069704167,,O
1405,49,Chase Bank,Bank,33.80504,-84.19226,,O
1406,5,Blue Moon Pizza - West Village,Pizza Place,33.84277433701191,-84.49015451953835,,D
1407,6,Jim 'N Nick's Bar-B-Q,BBQ Joint,33.84220367870098,-84.50017292981777,,G
1408,7,Sprouts Farmers Market,Market,33.84241517218768,-84.50132042116131,,G
1409,8,Real Subs Cafe,Sandwich Place,33.84287830303594,-84.5009239692137,,G
1410,9,Polished Beauty Lounge,Cosmetics Shop,33.8429958892019,-84.49038738280626,,D
1411,10,Zama Mexican Cuisine & Margarita Bar,Mexican Restaurant,33.843700588309936,-84.48999656750226,,D
1412,12,Jack's New Yorker Deli,Sandwich Place,33.839298791252446,-84.48329540164129,,D
1413,13,St. Angelo's Pizza,Pizza Place,33.84008086040265,-84.48407213565139,,D
1414,14,Smyrna World of Beverages,Liquor Store,33.845143667705926,-84.50331942382388,,G
1415,15,US Cafe,Burger Joint,33.8446175265609,-84.50139054079659,,G
1416,16,Silver Comet Trail,Trail,33.84082644452991,-84.51390892267226,,G
1417,17,Eleanor's,Cocktail Bar,33.84916101312574,-84.49165674227969,,D
1418,18,Muss & Turner's,Sandwich Place,33.84917848851792,-84.49175586081704,,D
1419,19,Firehouse Subs,Sandwich Place,33.84182,-84.505481,,G
1420,20,Los Bravos,Mexican Restaurant,33.84399417360718,-84.5033069899519,,G
1421,21,South City Kitchen,Southern / Soul Food Restaurant,33.849291492978246,-84.49250562750235,,D
1422,22,Plum Hair Salon,Salon / Barbershop,33.843176950099895,-84.49036066451274,,D
1423,24,World Gym Smyrna-Vinings,Gym / Fitness Center,33.84660223427784,-84.5024755932376,,G
1424,25,Krispy Kreme,Donut Shop,33.8426,-84.50127,,G
1425,26,Maru Sushi,Sushi Restaurant,33.84590955277013,-84.50398424326974,,G
1426,27,hook line and schooner,Seafood Restaurant,33.84392758983368,-84.48957231201166,,D
1427,28,Natural Body,Spa,33.849460131444296,-84.49269321363444,,D
1428,29,CamiCakes Creamery,Dessert Shop,33.84387661071722,-84.49036249247891,,D
1429,31,QuikTrip,Convenience Store,33.844468765452675,-84.50047020927684,,D
1430,32,Joy Nails,Cosmetics Shop,33.844682913130676,-84.50150621387488,,G
1431,33,McCray's West Village Tavern,Bar,33.84272891990591,-84.49033858550024,,D
1432,34,Publix,Grocery Store,33.84315353452815,-84.50428969920995,,G
1433,35,GNC,Supplement Shop,33.84270799282941,-84.50467049932227,,G
1434,36,SUSHiNOBO,Sushi Restaurant,33.84419467443488,-84.4905034422723,,D
1435,37,Smyrna Eye Group,Optical Shop,33.841273152782044,-84.50369592063991,,G
1436,38,Ivy Nails,Cosmetics Shop,33.84921346196982,-84.49108482519824,,D
1437,40,Keegan's Public House,Pub,33.84003564700038,-84.48389744708243,,D
1438,41,Going Gear,Sporting Goods Shop,33.8439347357136,-84.50383766573754,,G
1439,43,Atlanta Bread,Café,33.844300702562855,-84.50271353572192,,G
1440,44,Cielo Blue,Mexican Restaurant,33.8423855995824,-84.5016048669004,,G
1441,45,Goodness Grocery,Grocery Store,33.844242685911425,-84.49078150539891,,D
1442,46,Jet's Pizza,Pizza Place,33.846631833399755,-84.50279319528678,,G
1443,47,Smallcakes,Cupcake Shop,33.841665,-84.505483,,G
1444,48,Starbucks,Coffee Shop,33.84422988325082,-84.48988574330097,,D
1445,49,First Watch,Breakfast Spot,33.849757,-84.492903,,D
1446,29,Canoe,American Restaurant,33.859576714841154,-84.45536186460082,,A
1447,35,Marlow's Tavern,New American Restaurant,33.8597423,-84.48067139999999,,A
1448,41,Chick-fil-A,Fast Food Restaurant,33.8640123,-84.4775563,,A
1449,44,Paces and Vine,American Restaurant,33.865123515895874,-84.46637322930405,,A
1450,46,Mellow Mushroom,Pizza Place,33.865045,-84.467685,,A
1451,48,Another Broken Egg Cafe,Breakfast Spot,33.865474,-84.466126,,A
1452,5,Carl E. Sanders Family YMCA at Buckhead,Non-Profit,33.83129385155734,-84.42495383377866,Buckhead,C
1453,9,Local Three,New American Restaurant,33.844818155461546,-84.42646920896185,,C
1454,10,OK Cafe,Diner,33.84886347424861,-84.42953560315765,,C
1455,11,Chick-fil-A,Fast Food Restaurant,33.8474426,-84.4288129,,C
1456,12,Houston's,American Restaurant,33.85114093829574,-84.43010970148185,,C
1457,14,Blue Ridge Grill,American Restaurant,33.849540130159504,-84.42930356872071,,C
1458,16,West Stride,Sporting Goods Shop,33.85068808399538,-84.42943158974988,,C
1459,17,Willy's Mexicana Grill #10,Mexican Restaurant,33.84922804814664,-84.42846946886965,,C
1460,20,Goldberg's Bagels & Deli,Bagel Shop,33.8480833705905,-84.4288996594493,,C
1461,24,Smoothie King,Smoothie Shop,33.848131,-84.42885,,C
1462,30,Starbucks,Coffee Shop,33.849338516657646,-84.42855934731493,,C
1463,33,Thomas' Barber Shop,Salon / Barbershop,33.84817868524502,-84.4289053272977,,C
1464,43,Bitsy Grant Tennis Center,Tennis Court,33.81408992814731,-84.40581446428229,,C
1465,47,Yogurtland,Dessert Shop,33.848177,-84.428638,,C
1466,23,Peachtree Road Farmer's Market,Farmers Market,33.83190582669642,-84.38607215881348,,C
1467,24,Atlanta Memorial Park,Park,33.81914652266749,-84.409308039731,,C
1468,25,Fellini's Pizza,Pizza Place,33.83156807495454,-84.3851577393311,,C
1469,28,Orangetheory Fitness,Gym / Fitness Center,33.81017701485273,-84.41565070371988,,C
1470,31,Tanyard Creek Park,Park,33.80985634053532,-84.40259259836586,,C
1471,35,Natural Body Spa,Spa,33.81994369843395,-84.38773974128098,,C
1472,36,La Grotta Ristorante Italiano,Italian Restaurant,33.82695476402319,-84.38682366169468,,C
1473,38,H & F Bottle Shop,Wine Shop,33.819803514311104,-84.38709398211779,,C
1474,39,Atlanta History Center - Swan House,Historic Site,33.84043627771088,-84.3874973651556,,C
1475,40,Atlanta History Center,History Museum,33.84217054030167,-84.3860900250457,,B
1476,41,Holeman & Finch Public House,Gastropub,33.81617919789781,-84.39036565093173,,C
1477,43,AbsoluteCARE Medical Center & Pharmacy,Doctor's Office,33.81292282311596,-84.39326020616954,,C
1478,46,Cafe Sunflower Buckhead,Vegetarian / Vegan Restaurant,33.81277725321376,-84.39312175692716,Colonial Homes,C
1479,49,Zoës Kitchen,Mediterranean Restaurant,33.81894141327936,-84.38786347782307,Peachtree Hills,C
1480,5,Barnes & Noble,Bookstore,33.83515401657422,-84.3826719744609,,C
1481,7,The St. Regis Atlanta,Hotel,33.839928,-84.38255939999999,,B
1482,10,Umi Sushi,Sushi Restaurant,33.83960170353726,-84.38198905777692,,B
1483,11,Gypsy Kitchen,Spanish Restaurant,33.83793302062149,-84.38072875074998,,B
1484,12,Flywheel Sports - Buckhead,Gym / Fitness Center,33.8385583,-84.3794777,,B
1485,13,The Cookie Studio,Dessert Shop,33.83689437888185,-84.38300990024541,,C
1486,14,Whole Foods Market,Grocery Store,33.84081268544798,-84.38153543219023,Buckhead,B
1487,15,Chops Lobster Bar,Steakhouse,33.84018747904423,-84.3817249063302,,B
1488,17,Anis Cafe & Bistro,French Restaurant,33.835802526986015,-84.37652535800399,,B
1489,18,Van Michael Salon,Salon / Barbershop,33.84053749793335,-84.38082322882178,,B
1490,19,Your Pie,Pizza Place,33.8397506,-84.3803954,,B
1491,20,Atlas Buckhead,Restaurant,33.839650230566804,-84.382100298012,,B
1492,22,Warby Parker,Optical Shop,33.8384436,-84.3790319,,B
1493,23,King + Duke,New American Restaurant,33.839178030058925,-84.38038463894995,Buckhead,B
1494,24,The Southern Gentleman,Gastropub,33.83778973734986,-84.3808039104413,,B
1495,25,Georgetown Cupcake,Cupcake Shop,33.83908924933401,-84.37864803884035,,B
1496,26,Shake Shack,Burger Joint,33.83773816733679,-84.38094749428946,,B
1497,27,Atlanta Fish Market,Seafood Restaurant,33.83687062377833,-84.37894528870213,,B
1498,28,Cafe Agora,Mediterranean Restaurant,33.83936167422766,-84.37753162090938,,B
1499,30,Le Bilboquet,French Restaurant,33.83786774371116,-84.38049495279441,Buckhead Atlanta,B
1500,31,Seasons 52,New American Restaurant,33.838938488246924,-84.38095881261036,,B
1501,32,Amorino,Ice Cream Shop,33.837851849275715,-84.38060859119736,,B
1502,33,The Capital Grille,American Restaurant,33.8392462834847,-84.37952909578466,,B
1503,34,Souper Jenny,Soup Place,33.84220813728993,-84.38584087091124,,B
1504,36,Trader Joe's,Grocery Store,33.84093326253034,-84.37483913388071,Buckhead Village,B
1505,40,Fado Irish Pub,Irish Pub,33.83809392823671,-84.37866725630857,,B
1506,41,Pure Barre,Yoga Studio,33.8398679,-84.3774273,,B
1507,42,Antica Posta,Italian Restaurant,33.83839546185356,-84.37086872925302,,B
1508,43,Cafe at Pharr,Café,33.840098055146406,-84.37705682259052,,B
1509,44,Fantasyland Records,Record Shop,33.837089538351115,-84.37526040604976,,B
1510,46,Piece of Cake,Dessert Shop,33.84294051851283,-84.37878420979027,,B
1511,47,Bone's,Steakhouse,33.84220647411548,-84.37096900177634,,B
1512,48,Storico Fresco Alimentari y Restaurante,Italian Restaurant,33.8399800830377,-84.37637507475407,,B
1513,49,Fogo de Chão Brazilian Steakhouse,Brazilian Restaurant,33.84061264142426,-84.36937236142728,,B
1514,0,The Painted Pin,Bowling Alley,33.83013571054785,-84.3625521624036,,B
1515,1,Chick-fil-A,Fast Food Restaurant,33.8254078,-84.3676491,,B
1516,2,Eclipse di Luna,Tapas Restaurant,33.83204523533261,-84.36166183669208,,B
1517,3,Oxford Comics,Comic Shop,33.832825178826525,-84.36780563360853,,B
1518,5,Kroger,Supermarket,33.8227926,-84.3658207,,B
1519,8,Roasters,American Restaurant,33.83085716917699,-84.3562917520117,,B
1520,9,Gold Room Nightclub,Nightclub,33.821110074608285,-84.36870042987137,,B
1521,10,26 Thai Kitchen & Bar,Thai Restaurant,33.822550556562604,-84.36913711694346,,B
1522,11,Kyma,Greek Restaurant,33.83982935857764,-84.36905957849106,,B
1523,12,Orangetheory Fitness Atlanta Buckhead,Gym,33.84007469118812,-84.369243242153,,B
1524,14,Atlanta Kick,Martial Arts Dojo,33.83199827647426,-84.36175987893253,,B
1525,25,Barron's London Salon,Cosmetics Shop,33.83603527383597,-84.37510113739967,,B
1526,32,Treat Your Feet Buckhead,Massage Studio,33.8443153,-84.3694022,,B
1527,35,InterContinental Buckhead Atlanta,Hotel,33.8455362,-84.3680211,,B
1528,38,Whiskey Mistress,Whisky Bar,33.841665528782244,-84.3719058804397,,B
1529,43,Garrett Popcorn Shops - Atlanta,Snack Place,33.845604278612484,-84.36141581124461,,B
1530,2,Jersey Mike's Subs,Sandwich Place,33.826845,-84.33253,,B
1531,3,Quickshot Indoor Range,Gun Range,33.82609189073563,-84.34825327814677,,B
1532,4,Lips Atlanta,American Restaurant,33.835684644924044,-84.33720576620884,,B
1533,5,Dance 101,Dance Studio,33.82702544483086,-84.3332080920582,,B
1534,6,Lost-n-Found Youth Thrift Store,Thrift / Vintage Store,33.82455944097877,-84.34896657327316,,F
1535,7,Sublime Doughnuts,Donut Shop,33.82840075329318,-84.32901024088494,,F
1536,9,Einstein Bros Bagels,Bagel Shop,33.82929219355849,-84.33161040244676,,B
1537,10,Tropical Smoothie Cafe,Café,33.8285473,-84.3290196,,F
1538,12,Zoës Kitchen,Mediterranean Restaurant,33.82740665271637,-84.33184063771537,,B
1539,15,Fortune Cookie,Chinese Restaurant,33.82655117374547,-84.3328543209997,,B
1540,17,Cafe Bombay,Indian Restaurant,33.828410034084335,-84.32698134013296,,F
1541,20,Rain Thai and Sushi Bar,Thai Restaurant,33.818675471770746,-84.34999810207182,,F
1542,21,Chick-fil-A,Fast Food Restaurant,33.8275823,-84.3286133,,F
1543,27,REI,Sporting Goods Shop,33.8400941,-84.3214741,,B
1544,28,Southern Nights Videos,Video Store,33.815173874135205,-84.35280940155087,,F
1545,29,La Pastorcita,Mexican Restaurant,33.842954734382275,-84.32924670194441,,B
1546,34,Forum Athletic Club,Gym,33.84669515876004,-84.36176989792828,,B
1547,35,International Bakery,Bakery,33.81349783235918,-84.35379116481384,,F
1548,37,Panahar Bangladeshi Cuisine,Indian Restaurant,33.84244275351559,-84.32720137539098,,B
1549,39,Bloomingdale's,Department Store,33.845388,-84.362226,,B
1550,40,Katana Teppanyaki & Sushi,Asian Restaurant,33.84610430762774,-84.35885591066038,,B
1551,42,Victoria's Secret,Lingerie Store,33.84639918894573,-84.36179190522851,,B
1552,43,Suitsupply Atlanta,Men's Store,33.84739857410877,-84.36500082285498,,B
1553,45,HomeGoods,Furniture / Home Store,33.827898737770944,-84.36515227116394,,B
1554,46,True Food Kitchen,Restaurant,33.847687,-84.363843,,B
1555,47,Godiva Chocolatier,Chocolate Shop,33.8468464,-84.3622856,,B
1556,48,Topshop,Women's Store,33.84634650309228,-84.36178672775542,,B
1557,1,Desta Ethiopian Kitchen,Ethiopian Restaurant,33.83781093718526,-84.3103191129337,,F
1558,13,LensCrafters,Optical Shop,33.82752526021023,-84.32799452175874,,F
1559,15,Bench Warmers Sports Grill,Sports Bar,33.838411999296156,-84.31092557402359,,F
1560,19,Starbucks,Coffee Shop,33.827408,-84.331329,Brookhaven,B
1561,25,HippoHopp Atlanta,Theme Park,33.8391914,-84.3227157,,B
1562,27,2924 Clairmont,Residential Building (Apartment / Condo),33.84164588559373,-84.31761749039251,,B
1563,29,Grub Burger Bar,Burger Joint,33.8268623,-84.33254819999999,,B
1564,30,Newk's Eatery Druid Hills,Restaurant,33.828366123485075,-84.32946439855115,,F
1565,32,Target,Big Box Store,33.82812541178871,-84.32523546890455,,F
1566,36,QuikTrip,Convenience Store,33.83698974649833,-84.31208435397872,,F
1567,38,Navy Federal Credit Union,Credit Union,33.8268306,-84.3327016,,B
1568,40,CorePower Yoga,Yoga Studio,33.8284145,-84.3326572,,B
1569,42,Walgreens,Pharmacy,33.82829409303174,-84.32993084192276,,F
1570,43,Mo's Pizza,Pizza Place,33.8371062,-84.3104913,,F
1571,45,Fellini's Pizza,Pizza Place,33.82554050404819,-84.29115583663855,,F
1572,46,Oak Grove Market,American Restaurant,33.8238751,-84.2934471,,F
1573,47,International Cafe,Wings Joint,33.83704732813502,-84.3361900308386,,B
1574,48,Sprig Restaurant,American Restaurant,33.82570612347385,-84.28944867333323,,F
1575,3,Taqueria el Vecino,Mexican Restaurant,33.8239171,-84.2939897,,F
1576,4,Vista Yoga,Yoga Studio,33.8260841029459,-84.29042441482666,,F
1577,5,Napoleon's,Gastropub,33.82558543183495,-84.29054472178338,,F
1578,7,Workout Anytime Decatur,Gym,33.82544994099179,-84.29032559251823,,F
1579,9,The Grove Restaurant & Tavern,Bar,33.82435096519818,-84.29345925376322,,F
