,name,categories,latitude,longitude,neighborhood,NPU
29,Red Snapper,Seafood Restaurant,33.81272684425022,-84.35468106296666,,B
38,KR SteakBar,Steakhouse,33.817579011823376,-84.3761799763272,,B
41,Center Stage,Music Venue,33.7921557179142,-84.38842820685906,,B
44,Virtue and Vice,Piercing Parlor,33.81691919781338,-84.35210459191093,,A
45,Little Bangkok,Thai Restaurant,33.81585054624896,-84.3525194643487,,B
46,Einstein's,New American Restaurant,33.78414318455108,-84.38208640248205,,B
49,The Flying Biscuit Cafe,Breakfast Spot,33.78187995159409,-84.38033986663864,,B
0,Floataway Cafe,Italian Restaurant,33.80632373661562,-84.34377240606699,,B
2,Quick Shot Shooting Range,Gun Range,33.80582067944342,-84.34076767739356,,B
4,The General Muir,Deli / Bodega,33.80131556313392,-84.32736015299147,,A
6,Doc Chey's Noodle House,Asian Restaurant,33.79287936405027,-84.35196558089685,Morningside - Lenox Park,B
7,Aladdin's Mediterranean Grill & Deli,Mediterranean Restaurant,33.800608009594995,-84.32641230446487,,B
15,Waikikie Hawaiian BBQ,Hawaiian Restaurant,33.816644622373694,-84.33554933974085,,B
16,Mali Restaurant,Thai Restaurant,33.78745337853641,-84.35552907181724,,B
18,Kaldi's Coffee at the Depot,Coffee Shop,33.79523043060903,-84.32293417061084,,B
20,The Original El Taco,Mexican Restaurant,33.78693672198363,-84.35542207532544,Virginia Highland,B
23,Mellow Mushroom,Pizza Place,33.816237,-84.332851,,B
25,Nicola's Lebanese Restaurant,Mediterranean Restaurant,33.815331145605114,-84.33589433395437,,B
26,Babylon Cafe,Middle Eastern Restaurant,33.816877307146584,-84.35217593443204,,B
29,Rise-n-Dine,Breakfast Spot,33.78795539336131,-84.32653296818434,Emory Village,B
31,ROXX Tavern Cheshire,American Restaurant,33.80920961571876,-84.3630671895145,,B
33,VapeRite Atlanta,Smoke Shop,33.81901995189472,-84.35257200194408,,B
34,Nakato Japanese Restaurant,Japanese Restaurant,33.808637348614795,-84.36465715061966,,B
36,Cape Dutch,New American Restaurant,33.808555440674,-84.36427951674668,,B
37,United Artists Tara Cinemas 4,Movie Theater,33.818997,-84.350463,,B
38,Atlanta Cycling - Ansley,Bike Shop,33.80700207986746,-84.36684805454789,,B
39,Atmosphere,French Restaurant,33.79876499831131,-84.36827204948078,,B
40,Barking Hound Village Inn,Pet Store,33.812795795647496,-84.36243686088953,,B
46,Athletic Club Northeast,Gym,33.82408,-84.33764,,B
49,Green's Beverages - Buford Hwy,Liquor Store,33.82627246366425,-84.34924839352061,,B
4,Mason Mill Park,Park,33.80777670714474,-84.30681028706776,,A
5,Community Q BBQ,BBQ Joint,33.79254337071794,-84.30525837463979,,B
6,South Peachtree Creek Trail,Trail,33.80607680211693,-84.30515576005736,,B
8,f2o - Fresh to Order,Sandwich Place,33.800984383725854,-84.32805264986794,,B
9,Decatur Package Store,Liquor Store,33.788434,-84.307328,,B
10,Mediterranean Grill,Mediterranean Restaurant,33.79069426987172,-84.30512107729746,,B
11,Chocolaté Coffee,Coffee Shop,33.791285393450195,-84.3058285480938,,B
12,Golden Drops Café,Coffee Shop,33.80635081377571,-84.31082010269165,,B
14,Athens Pizza,Pizza Place,33.79187,-84.30513,,B
15,Bruster's Real Ice Cream,Ice Cream Shop,33.81584631529596,-84.31632045725912,,B
16,Schwartz Center for the Performing Arts - Emory,Concert Hall,33.789508576486895,-84.32202133320347,,B
17,Menchie's Frozen Yogurt,Frozen Yogurt Shop,33.81408737649129,-84.30996221920543,,B
18,Decatur Family YMCA,Non-Profit,33.78706035742313,-84.30717777427385,,B
19,Masti Fun Indian Street Eats,Indian Restaurant,33.8145391,-84.31117119999999,Toco Hills,B
20,European Wax Center,Health & Beauty Service,33.81460883079333,-84.31074888046123,,B
21,Rainbow Natural Foods,Health Food Store,33.79085078348207,-84.3052169097824,,B
22,Health Unlimited,Health Food Store,33.81518115447369,-84.30950456177014,,B
23,All Fired Up,Arts & Crafts Store,33.787900650093725,-84.32654165477787,,B
24,La Parrilla,Mexican Restaurant,33.814731366695526,-84.31090869616608,,B
25,Double Zero,Italian Restaurant,33.78801416507549,-84.32617285650815,,B
26,Top Spice Thai & Malaysian Cuisine,Thai Restaurant,33.813476613445914,-84.3101797740819,,B
27,Goldberg's Deli,Deli / Bodega,33.813634862588096,-84.31035785921225,,B
28,The Golden Buddha,Chinese Restaurant,33.81021065517613,-84.30844945204008,,B
29,Pizza Bella,Pizza Place,33.8041632,-84.3364021,,B
30,Shorty's Pizza,Pizza Place,33.8177314997003,-84.31048331087648,,B
32,Good Nutrition,Health Food Store,33.817120004864506,-84.31261329504183,,B
33,Tall Tales Book Shop,Bookstore,33.81601282827164,-84.31453386040371,,B
34,Chris' Pizza,Greek Restaurant,33.81576,-84.31258,,B
35,Pike Nurseries,Garden Center,33.8156751,-84.3157658,,B
37,Toco Giant Package Store,Liquor Store,33.81550129881459,-84.31119726141863,,B
38,Medlock Park,Park,33.80299818387322,-84.295863766138,,B
45,Sprouts Farmers Market,Grocery Store,33.793924861090225,-84.2874231934548,,B
1,Zyka,Indian Restaurant,33.797012849988604,-84.28360026363013,,B
2,City Barbeque,American Restaurant,33.794931317916365,-84.28737808086028,,B
5,Melton's App and Tap,Pub,33.79405161713488,-84.29094256755467,,B
7,Mod Pizza,Pizza Place,33.79512145202042,-84.28687448780094,,B
9,The Comet Pub & Lanes,Bowling Alley,33.79070166517766,-84.28762938165187,,B
11,Louisiana Bistreaux,Cajun / Creole Restaurant,33.79177016819961,-84.28709187465088,,B
13,Chat Patti,Indian Restaurant,33.79712583861717,-84.28107730527763,,B
15,Starbucks,Coffee Shop,33.792209,-84.286821,,B
17,Zoës Kitchen,Mediterranean Restaurant,33.794540736410354,-84.28762922899028,,B
18,Fiesta Package Store,Cocktail Bar,33.791976994086724,-84.29202290943246,,B
20,Chick-fil-A,Fast Food Restaurant,33.7956822,-84.2858598,,B
22,Chinese Dhaba,Chinese Restaurant,33.798346095062534,-84.28100164464297,,B
23,Madras Mantra,South Indian Restaurant,33.81060798417284,-84.27126975097968,,B
25,Tropical Smoothie Cafe,Smoothie Shop,33.7950592,-84.2868608,,B
26,Chick-fil-A,Fast Food Restaurant,33.8101289,-84.2742227,,B
27,First Watch,Breakfast Spot,33.79306563245704,-84.28786193310563,,B
29,Go Vegetarian Restaurant,Vegetarian / Vegan Restaurant,33.810747753812585,-84.2708430015959,,B
30,Cherians,Food & Drink Shop,33.798994309661424,-84.27880482226827,,B
31,DeKalb Medical Wellness Center,Gym,33.791547535780175,-84.28330770216229,,B
32,Decatur Wine & Spirits,Liquor Store,33.79934482765663,-84.28123519119774,,B
35,Publix,Grocery Store,33.78977957904606,-84.30473058051886,,B
37,Malani Jewelers,Jewelry Store,33.798367260198646,-84.27958385066074,,B
38,QuikTrip,Convenience Store,33.8036327585858,-84.27815863976137,,B
41,Bad Daddys Burger Bar,Burger Joint,33.793546763201284,-84.2834644098069,,B
43,Intown Quilters,Hobby Shop,33.81003319790139,-84.27619574452395,,B
13,Bruster's,Ice Cream Shop,33.82115865176235,-84.2644741307583,,B
17,Publix,Grocery Store,33.81118888383319,-84.27447107950573,,B
32,Subway,Sandwich Place,33.79130344239415,-84.27571364966549,,B
33,Puff N Stuff,Smoke Shop,33.820422862660415,-84.26425980002585,,B
35,Challenges Games and Comics,Comic Shop,33.80834316436779,-84.27881841807643,,B
41,Gokul Sweets 2,Indian Restaurant,33.79715208983218,-84.28109589744273,,B
45,Patel Brothers Grocery,Grocery Store,33.797515475896574,-84.28120585142233,,B
1,Refuge Coffee Co.,Food Truck,33.80957105318909,-84.24044137533949,,B
2,Brockett Pub House & Grill,Burger Joint,33.81907090672478,-84.23185395559997,,B
17,Waffle House,Breakfast Spot,33.82857404219067,-84.24955680855238,,B
29,Mark SQuared  Productions,Arts & Entertainment,33.8189972619779,-84.24368236842031,,B
34,Southern Seafood,Seafood Restaurant,33.82312049372828,-84.26182145816338,,B
42,QuikTrip,Convenience Store,33.836282867018966,-84.2389473963752,,B
48,The Corner Cup,Coffee Shop,33.822623291557875,-84.2618683748061,,B
19,Stone Mountain Public House,Coffee Shop,33.807446,-84.17034,Stone Mountain Village,B
22,Dollar Tree,Discount Store,33.7989392191719,-84.2198415767328,,B
25,AARF Pet Central / Atlanta Animal Rescue Friends,Pet Store,33.810777836870535,-84.17359653437208,,B
29,Weeyums Philly Style,Sandwich Place,33.805623951640904,-84.17041471863662,,B
31,GNC,Supplement Shop,33.79812521442553,-84.22403821889552,,B
32,Redbox,Video Store,33.800318765648974,-84.21670484144563,,B
33,Nice Mon,Caribbean Restaurant,33.798087792284626,-84.16833008838562,,B
34,Tupac Amaru Shakur Center For The Arts,Performing Arts Venue,33.80134466151262,-84.20894827248212,,B
35,Sweet Potato Café,Café,33.806990615024446,-84.16941289242548,,B
36,LensCrafters,Optical Shop,33.79687,-84.224931,,B
38,Domino's Pizza,Pizza Place,33.796134249336696,-84.22334977987703,,B
39,The Village Corner German Restaurant & Tavern,German Restaurant,33.811533644166836,-84.17080250666581,,B
40,Crazy Ron's BBQ,BBQ Joint,33.81186119900964,-84.1721199159147,,B
42,ART Station Contemporary Arts Center and Theatre Company,Theater,33.80732657695047,-84.16928275410177,,B
43,Subway,Sandwich Place,33.79829264542603,-84.22420144931407,,B
44,Dollar Tree,Discount Store,33.79893268400348,-84.22253832369785,,A
45,T-Mobile,Mobile Phone Shop,33.796725,-84.222243,,B
47,Subway,Sandwich Place,33.802952648469955,-84.19428699347927,,B
48,Family Dollar,Discount Store,33.796646536830266,-84.22342069704167,,B
49,Chase Bank,Bank,33.80504,-84.19226,,B
5,Blue Moon Pizza - West Village,Pizza Place,33.84277433701191,-84.49015451953835,,B
6,Jim 'N Nick's Bar-B-Q,BBQ Joint,33.84220367870098,-84.50017292981777,,B
7,Sprouts Farmers Market,Market,33.84241517218768,-84.50132042116131,,B
8,Real Subs Cafe,Sandwich Place,33.84287830303594,-84.5009239692137,,B
9,Polished Beauty Lounge,Cosmetics Shop,33.8429958892019,-84.49038738280626,,B
10,Zama Mexican Cuisine & Margarita Bar,Mexican Restaurant,33.843700588309936,-84.48999656750226,,B
12,Jack's New Yorker Deli,Sandwich Place,33.839298791252446,-84.48329540164129,,B
13,St. Angelo's Pizza,Pizza Place,33.84008086040265,-84.48407213565139,,B
14,Smyrna World of Beverages,Liquor Store,33.845143667705926,-84.50331942382388,,B
15,US Cafe,Burger Joint,33.8446175265609,-84.50139054079659,,B
16,Silver Comet Trail,Trail,33.84082644452991,-84.51390892267226,,B
17,Eleanor's,Cocktail Bar,33.84916101312574,-84.49165674227969,,B
18,Muss & Turner's,Sandwich Place,33.84917848851792,-84.49175586081704,,B
19,Firehouse Subs,Sandwich Place,33.84182,-84.505481,,B
20,Los Bravos,Mexican Restaurant,33.84399417360718,-84.5033069899519,,B
21,South City Kitchen,Southern / Soul Food Restaurant,33.849291492978246,-84.49250562750235,,B
22,Plum Hair Salon,Salon / Barbershop,33.843176950099895,-84.49036066451274,,B
24,World Gym Smyrna-Vinings,Gym / Fitness Center,33.84660223427784,-84.5024755932376,,B
25,Krispy Kreme,Donut Shop,33.8426,-84.50127,,B
26,Maru Sushi,Sushi Restaurant,33.84590955277013,-84.50398424326974,,B
27,hook line and schooner,Seafood Restaurant,33.84392758983368,-84.48957231201166,,B
28,Natural Body,Spa,33.849460131444296,-84.49269321363444,,B
29,CamiCakes Creamery,Dessert Shop,33.84387661071722,-84.49036249247891,,B
31,QuikTrip,Convenience Store,33.844468765452675,-84.50047020927684,,B
32,Joy Nails,Cosmetics Shop,33.844682913130676,-84.50150621387488,,B
33,McCray's West Village Tavern,Bar,33.84272891990591,-84.49033858550024,,B
34,Publix,Grocery Store,33.84315353452815,-84.50428969920995,,B
35,GNC,Supplement Shop,33.84270799282941,-84.50467049932227,,B
36,SUSHiNOBO,Sushi Restaurant,33.84419467443488,-84.4905034422723,,B
37,Smyrna Eye Group,Optical Shop,33.841273152782044,-84.50369592063991,,B
38,Ivy Nails,Cosmetics Shop,33.84921346196982,-84.49108482519824,,B
40,Keegan's Public House,Pub,33.84003564700038,-84.48389744708243,,B
41,Going Gear,Sporting Goods Shop,33.8439347357136,-84.50383766573754,,B
43,Atlanta Bread,Café,33.844300702562855,-84.50271353572192,,B
44,Cielo Blue,Mexican Restaurant,33.8423855995824,-84.5016048669004,,A
45,Goodness Grocery,Grocery Store,33.844242685911425,-84.49078150539891,,B
46,Jet's Pizza,Pizza Place,33.846631833399755,-84.50279319528678,,B
47,Smallcakes,Cupcake Shop,33.841665,-84.505483,,B
48,Starbucks,Coffee Shop,33.84422988325082,-84.48988574330097,,B
49,First Watch,Breakfast Spot,33.849757,-84.492903,,B
29,Canoe,American Restaurant,33.859576714841154,-84.45536186460082,,B
35,Marlow's Tavern,New American Restaurant,33.8597423,-84.48067139999999,,B
41,Chick-fil-A,Fast Food Restaurant,33.8640123,-84.4775563,,B
44,Paces and Vine,American Restaurant,33.865123515895874,-84.46637322930405,,A
46,Mellow Mushroom,Pizza Place,33.865045,-84.467685,,B
48,Another Broken Egg Cafe,Breakfast Spot,33.865474,-84.466126,,B
5,Carl E. Sanders Family YMCA at Buckhead,Non-Profit,33.83129385155734,-84.42495383377866,Buckhead,B
9,Local Three,New American Restaurant,33.844818155461546,-84.42646920896185,,B
10,OK Cafe,Diner,33.84886347424861,-84.42953560315765,,B
11,Chick-fil-A,Fast Food Restaurant,33.8474426,-84.4288129,,B
12,Houston's,American Restaurant,33.85114093829574,-84.43010970148185,,B
14,Blue Ridge Grill,American Restaurant,33.849540130159504,-84.42930356872071,,B
16,West Stride,Sporting Goods Shop,33.85068808399538,-84.42943158974988,,B
17,Willy's Mexicana Grill #10,Mexican Restaurant,33.84922804814664,-84.42846946886965,,B
20,Goldberg's Bagels & Deli,Bagel Shop,33.8480833705905,-84.4288996594493,,B
24,Smoothie King,Smoothie Shop,33.848131,-84.42885,,B
30,Starbucks,Coffee Shop,33.849338516657646,-84.42855934731493,,B
33,Thomas' Barber Shop,Salon / Barbershop,33.84817868524502,-84.4289053272977,,B
43,Bitsy Grant Tennis Center,Tennis Court,33.81408992814731,-84.40581446428229,,B
47,Yogurtland,Dessert Shop,33.848177,-84.428638,,B
23,Peachtree Road Farmer's Market,Farmers Market,33.83190582669642,-84.38607215881348,,B
24,Atlanta Memorial Park,Park,33.81914652266749,-84.409308039731,,B
25,Fellini's Pizza,Pizza Place,33.83156807495454,-84.3851577393311,,B
28,Orangetheory Fitness,Gym / Fitness Center,33.81017701485273,-84.41565070371988,,B
31,Tanyard Creek Park,Park,33.80985634053532,-84.40259259836586,,B
35,Natural Body Spa,Spa,33.81994369843395,-84.38773974128098,,B
36,La Grotta Ristorante Italiano,Italian Restaurant,33.82695476402319,-84.38682366169468,,B
38,H & F Bottle Shop,Wine Shop,33.819803514311104,-84.38709398211779,,B
39,Atlanta History Center - Swan House,Historic Site,33.84043627771088,-84.3874973651556,,B
40,Atlanta History Center,History Museum,33.84217054030167,-84.3860900250457,,B
41,Holeman & Finch Public House,Gastropub,33.81617919789781,-84.39036565093173,,B
43,AbsoluteCARE Medical Center & Pharmacy,Doctor's Office,33.81292282311596,-84.39326020616954,,B
46,Cafe Sunflower Buckhead,Vegetarian / Vegan Restaurant,33.81277725321376,-84.39312175692716,Colonial Homes,B
49,Zoës Kitchen,Mediterranean Restaurant,33.81894141327936,-84.38786347782307,Peachtree Hills,B
5,Barnes & Noble,Bookstore,33.83515401657422,-84.3826719744609,,B
7,The St. Regis Atlanta,Hotel,33.839928,-84.38255939999999,,B
10,Umi Sushi,Sushi Restaurant,33.83960170353726,-84.38198905777692,,B
11,Gypsy Kitchen,Spanish Restaurant,33.83793302062149,-84.38072875074998,,B
12,Flywheel Sports - Buckhead,Gym / Fitness Center,33.8385583,-84.3794777,,B
13,The Cookie Studio,Dessert Shop,33.83689437888185,-84.38300990024541,,B
14,Whole Foods Market,Grocery Store,33.84081268544798,-84.38153543219023,Buckhead,B
15,Chops Lobster Bar,Steakhouse,33.84018747904423,-84.3817249063302,,B
17,Anis Cafe & Bistro,French Restaurant,33.835802526986015,-84.37652535800399,,B
18,Van Michael Salon,Salon / Barbershop,33.84053749793335,-84.38082322882178,,B
19,Your Pie,Pizza Place,33.8397506,-84.3803954,,B
20,Atlas Buckhead,Restaurant,33.839650230566804,-84.382100298012,,B
22,Warby Parker,Optical Shop,33.8384436,-84.3790319,,B
23,King + Duke,New American Restaurant,33.839178030058925,-84.38038463894995,Buckhead,B
24,The Southern Gentleman,Gastropub,33.83778973734986,-84.3808039104413,,B
25,Georgetown Cupcake,Cupcake Shop,33.83908924933401,-84.37864803884035,,B
26,Shake Shack,Burger Joint,33.83773816733679,-84.38094749428946,,B
27,Atlanta Fish Market,Seafood Restaurant,33.83687062377833,-84.37894528870213,,B
28,Cafe Agora,Mediterranean Restaurant,33.83936167422766,-84.37753162090938,,B
30,Le Bilboquet,French Restaurant,33.83786774371116,-84.38049495279441,Buckhead Atlanta,B
31,Seasons 52,New American Restaurant,33.838938488246924,-84.38095881261036,,B
32,Amorino,Ice Cream Shop,33.837851849275715,-84.38060859119736,,B
33,The Capital Grille,American Restaurant,33.8392462834847,-84.37952909578466,,B
34,Souper Jenny,Soup Place,33.84220813728993,-84.38584087091124,,B
36,Trader Joe's,Grocery Store,33.84093326253034,-84.37483913388071,Buckhead Village,B
40,Fado Irish Pub,Irish Pub,33.83809392823671,-84.37866725630857,,B
41,Pure Barre,Yoga Studio,33.8398679,-84.3774273,,B
42,Antica Posta,Italian Restaurant,33.83839546185356,-84.37086872925302,,B
43,Cafe at Pharr,Café,33.840098055146406,-84.37705682259052,,B
44,Fantasyland Records,Record Shop,33.837089538351115,-84.37526040604976,,A
46,Piece of Cake,Dessert Shop,33.84294051851283,-84.37878420979027,,B
47,Bone's,Steakhouse,33.84220647411548,-84.37096900177634,,B
48,Storico Fresco Alimentari y Restaurante,Italian Restaurant,33.8399800830377,-84.37637507475407,,B
49,Fogo de Chão Brazilian Steakhouse,Brazilian Restaurant,33.84061264142426,-84.36937236142728,,B
0,The Painted Pin,Bowling Alley,33.83013571054785,-84.3625521624036,,B
1,Chick-fil-A,Fast Food Restaurant,33.8254078,-84.3676491,,B
2,Eclipse di Luna,Tapas Restaurant,33.83204523533261,-84.36166183669208,,B
3,Oxford Comics,Comic Shop,33.832825178826525,-84.36780563360853,,B
5,Kroger,Supermarket,33.8227926,-84.3658207,,B
8,Roasters,American Restaurant,33.83085716917699,-84.3562917520117,,B
9,Gold Room Nightclub,Nightclub,33.821110074608285,-84.36870042987137,,B
10,26 Thai Kitchen & Bar,Thai Restaurant,33.822550556562604,-84.36913711694346,,B
11,Kyma,Greek Restaurant,33.83982935857764,-84.36905957849106,,B
12,Orangetheory Fitness Atlanta Buckhead,Gym,33.84007469118812,-84.369243242153,,B
14,Atlanta Kick,Martial Arts Dojo,33.83199827647426,-84.36175987893253,,B
25,Barron's London Salon,Cosmetics Shop,33.83603527383597,-84.37510113739967,,B
32,Treat Your Feet Buckhead,Massage Studio,33.8443153,-84.3694022,,B
35,InterContinental Buckhead Atlanta,Hotel,33.8455362,-84.3680211,,B
38,Whiskey Mistress,Whisky Bar,33.841665528782244,-84.3719058804397,,B
43,Garrett Popcorn Shops - Atlanta,Snack Place,33.845604278612484,-84.36141581124461,,B
2,Jersey Mike's Subs,Sandwich Place,33.826845,-84.33253,,B
3,Quickshot Indoor Range,Gun Range,33.82609189073563,-84.34825327814677,,B
4,Lips Atlanta,American Restaurant,33.835684644924044,-84.33720576620884,,A
5,Dance 101,Dance Studio,33.82702544483086,-84.3332080920582,,B
6,Lost-n-Found Youth Thrift Store,Thrift / Vintage Store,33.82455944097877,-84.34896657327316,,B
7,Sublime Doughnuts,Donut Shop,33.82840075329318,-84.32901024088494,,B
9,Einstein Bros Bagels,Bagel Shop,33.82929219355849,-84.33161040244676,,B
10,Tropical Smoothie Cafe,Café,33.8285473,-84.3290196,,B
12,Zoës Kitchen,Mediterranean Restaurant,33.82740665271637,-84.33184063771537,,B
15,Fortune Cookie,Chinese Restaurant,33.82655117374547,-84.3328543209997,,B
17,Cafe Bombay,Indian Restaurant,33.828410034084335,-84.32698134013296,,B
20,Rain Thai and Sushi Bar,Thai Restaurant,33.818675471770746,-84.34999810207182,,B
21,Chick-fil-A,Fast Food Restaurant,33.8275823,-84.3286133,,B
27,REI,Sporting Goods Shop,33.8400941,-84.3214741,,B
28,Southern Nights Videos,Video Store,33.815173874135205,-84.35280940155087,,B
29,La Pastorcita,Mexican Restaurant,33.842954734382275,-84.32924670194441,,B
34,Forum Athletic Club,Gym,33.84669515876004,-84.36176989792828,,B
35,International Bakery,Bakery,33.81349783235918,-84.35379116481384,,B
37,Panahar Bangladeshi Cuisine,Indian Restaurant,33.84244275351559,-84.32720137539098,,B
39,Bloomingdale's,Department Store,33.845388,-84.362226,,B
40,Katana Teppanyaki & Sushi,Asian Restaurant,33.84610430762774,-84.35885591066038,,B
42,Victoria's Secret,Lingerie Store,33.84639918894573,-84.36179190522851,,B
43,Suitsupply Atlanta,Men's Store,33.84739857410877,-84.36500082285498,,B
45,HomeGoods,Furniture / Home Store,33.827898737770944,-84.36515227116394,,B
46,True Food Kitchen,Restaurant,33.847687,-84.363843,,B
47,Godiva Chocolatier,Chocolate Shop,33.8468464,-84.3622856,,B
48,Topshop,Women's Store,33.84634650309228,-84.36178672775542,,B
1,Desta Ethiopian Kitchen,Ethiopian Restaurant,33.83781093718526,-84.3103191129337,,B
13,LensCrafters,Optical Shop,33.82752526021023,-84.32799452175874,,B
15,Bench Warmers Sports Grill,Sports Bar,33.838411999296156,-84.31092557402359,,B
19,Starbucks,Coffee Shop,33.827408,-84.331329,Brookhaven,B
25,HippoHopp Atlanta,Theme Park,33.8391914,-84.3227157,,B
27,2924 Clairmont,Residential Building (Apartment / Condo),33.84164588559373,-84.31761749039251,,B
29,Grub Burger Bar,Burger Joint,33.8268623,-84.33254819999999,,B
30,Newk's Eatery Druid Hills,Restaurant,33.828366123485075,-84.32946439855115,,B
32,Target,Big Box Store,33.82812541178871,-84.32523546890455,,B
36,QuikTrip,Convenience Store,33.83698974649833,-84.31208435397872,,B
38,Navy Federal Credit Union,Credit Union,33.8268306,-84.3327016,,B
40,CorePower Yoga,Yoga Studio,33.8284145,-84.3326572,,B
42,Walgreens,Pharmacy,33.82829409303174,-84.32993084192276,,B
43,Mo's Pizza,Pizza Place,33.8371062,-84.3104913,,B
45,Fellini's Pizza,Pizza Place,33.82554050404819,-84.29115583663855,,B
46,Oak Grove Market,American Restaurant,33.8238751,-84.2934471,,B
47,International Cafe,Wings Joint,33.83704732813502,-84.3361900308386,,B
48,Sprig Restaurant,American Restaurant,33.82570612347385,-84.28944867333323,,B
3,Taqueria el Vecino,Mexican Restaurant,33.8239171,-84.2939897,,B
4,Vista Yoga,Yoga Studio,33.8260841029459,-84.29042441482666,,A
5,Napoleon's,Gastropub,33.82558543183495,-84.29054472178338,,B
7,Workout Anytime Decatur,Gym,33.82544994099179,-84.29032559251823,,B
9,The Grove Restaurant & Tavern,Bar,33.82435096519818,-84.29345925376322,,B
17,David's Produce & Country Store,Farmers Market,33.838203298699106,-84.26891821481946,,B
39,LongHorn Steakhouse,Steakhouse,33.81715064901562,-84.31130104835457,,B
41,Publix,Grocery Store,33.8138325420531,-84.3109272744988,,B
43,Sips n Strokes,Art Gallery,33.81364539765375,-84.31005073329857,,B
45,Therapy Lounge,Café,33.837347048052116,-84.30981385024002,,B
46,Lee's Bakery,Vietnamese Restaurant,33.86003034824964,-84.30902424659719,,B
47,Pet Supermarket,Pet Store,33.814138154783286,-84.311197173003,,B
8,Atlanta School Of Gymnastics,Gymnastics Gym,33.83451645082431,-84.25216795384026,,B
9,Monterrey Mexican Restaurant,Mexican Restaurant,33.84255363525513,-84.25875647496561,,B
10,Chick-fil-A,Fast Food Restaurant,33.8459902,-84.2525121,,B
13,Kobe House,Japanese Restaurant,33.846003,-84.257455,,B
14,Blue Ribbon Grill,American Restaurant,33.84676517188023,-84.25464519081865,,B
16,Pea Ridge Kitchen & Bar,Restaurant,33.822851764014736,-84.26210963549431,,B
17,Kaiser Permanente Crescent Center,Doctor's Office,33.83787485150893,-84.24570816293262,,B
19,Mellow Mushroom,Pizza Place,33.845093,-84.250406,,B
20,Panda Express,Chinese Restaurant,33.84613419933177,-84.25498090596778,,B
21,Hibachi Express,Japanese Restaurant,33.84353241275713,-84.25762699965885,,B
22,Jason's Deli,Deli / Bodega,33.845390913662285,-84.2524642530981,,B
23,Bambinelli's Pizza & Pasta,Italian Restaurant,33.85304950163178,-84.25867843393645,,B
24,Starbucks,Coffee Shop,33.846871356854585,-84.25249693957517,,B
25,S&N Package Store,Liquor Store,33.82238642636401,-84.26272260519096,,B
28,Panera Bread,Bakery,33.8457413,-84.2570668,,B
30,Chipotle Mexican Grill,Mexican Restaurant,33.845862658514974,-84.25600602883429,,B
33,Marlow's Tavern,New American Restaurant,33.8473872,-84.24858689999999,,B
34,ALDI,Grocery Store,33.8455959835734,-84.24861596664414,,B
35,Red Lobster,Seafood Restaurant,33.844738,-84.255662,,B
37,Newk's Eatery,Restaurant,33.84848367617712,-84.24400777202636,,B
40,Willy's Mexicana Grill,Burrito Place,33.84658783862232,-84.25206080447855,,B
41,Orangetheory Fitness,Gym / Fitness Center,33.846979307089505,-84.25676264150663,,B
42,Publix,Grocery Store,33.847406972416316,-84.2567901645372,,B
43,Uncle Maddio's Pizza,Pizza Place,33.844967,-84.255009,,B
45,DICK'S Sporting Goods,Sporting Goods Shop,33.849493281833,-84.24408319913839,,B
46,Sprouts Farmers Market,Health Food Store,33.84972831062378,-84.24348056316376,,B
47,Hobby Lobby,Fabric Shop,33.84983968945953,-84.24212336540222,,B
49,Shorty's Pizza - Tucker,Pizza Place,33.84625961342168,-84.2285310308941,,B
11,RaceTrac,Gas Station,33.837911,-84.238712,,B
19,Bojangles' Famous Chicken 'n Biscuits,Fast Food Restaurant,33.83744901743177,-84.23916757106775,,B
34,Folks Southern Kitchen,American Restaurant,33.84776190334651,-84.24338820234813,,B
36,Sherry's Produce,Restaurant,33.84923768685101,-84.2233307009842,,B
39,Grecian Gyro,Greek Restaurant,33.84990459928423,-84.21857326590955,,B
41,Hampton Inn Atlanta-Northlake,Hotel,33.8518712139424,-84.24966305494308,,B
42,Waffle House,Breakfast Spot,33.84774071282487,-84.24420118078285,,B
43,Fuji Ya,Japanese Restaurant,33.84552677491084,-84.24991937899985,,B
44,DoubleTree by Hilton Hotel Atlanta - Northlake,Hotel,33.84745169540263,-84.24864649772644,,A
45,Winding Vista Tennis Courts,Tennis Court,33.85170763744279,-84.23904558290313,,B
46,Local No. 7,American Restaurant,33.852736553010566,-84.21434981677069,,B
48,Yum Yum Thai,Thai Restaurant,33.84964075139451,-84.21935285080909,,B
2,Bruster's Real Ice Cream,Ice Cream Shop,33.84869455089676,-84.2029128930928,,B
4,QuikTrip,Convenience Store,33.84169218704583,-84.2002684759077,,A
5,Cook Out,Burger Joint,33.848848662812294,-84.20494109564072,,B
9,Chick-fil-A,Fast Food Restaurant,33.8523939,-84.2096151,,B
10,Matthews Cafeteria,Southern / Soul Food Restaurant,33.85209424500792,-84.21372396040307,,B
11,Taqueria Los Hermanos,Mexican Restaurant,33.852505,-84.20673,,B
13,LongHorn Steakhouse,Steakhouse,33.85136699634992,-84.21087587098798,,B
14,Five Guys,Burger Joint,33.85547552991784,-84.209633749413,,B
15,Sam's Club,Warehouse Store,33.83992681293943,-84.20217480769239,,B
17,Camp Woof,Pet Store,33.85091166399175,-84.21042954741743,,B
19,Smoke Rise Country Club,Golf Course,33.835592982688254,-84.1877479747765,,B
